ProductKey,EmployeeKey,SalesAmount,TaxAmt,Freight,OrderDate
317,282,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
338,282,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
334,282,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
219,283,17.10,1.368,0.4275,2010-12-29 00:00:00.000
346,283,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
351,283,2024.994,161.9995,50.6249,2010-12-29 00:00:00.000
348,283,2024.994,161.9995,50.6249,2010-12-29 00:00:00.000
317,288,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
314,288,4293.924,343.5139,107.3481,2010-12-29 00:00:00.000
322,288,2936.2123,234.897,73.4053,2010-12-29 00:00:00.000
332,288,2516.7534,201.3403,62.9188,2010-12-29 00:00:00.000
232,288,173.0424,13.8434,4.3261,2010-12-29 00:00:00.000
272,288,1103.6292,88.2903,27.5907,2010-12-29 00:00:00.000
212,288,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
220,288,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
315,288,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
223,288,20.746,1.6597,0.5187,2010-12-29 00:00:00.000
270,288,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
316,288,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
324,288,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
342,288,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
264,288,551.8146,44.1452,13.7954,2010-12-29 00:00:00.000
330,288,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
334,288,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
262,288,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
235,288,28.8404,2.3072,0.721,2010-12-29 00:00:00.000
338,288,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
275,288,1427.592,114.2074,35.6898,2010-12-29 00:00:00.000
319,288,5248.764,419.9011,131.2191,2010-12-29 00:00:00.000
326,288,1677.8356,134.2268,41.9459,2010-12-29 00:00:00.000
285,288,535.7424,42.8594,13.3936,2010-12-29 00:00:00.000
229,288,115.3616,9.2289,2.884,2010-12-29 00:00:00.000
253,288,535.7424,42.8594,13.3936,2010-12-29 00:00:00.000
215,288,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
276,288,1070.694,85.6555,26.7674,2010-12-29 00:00:00.000
328,288,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
304,289,714.7043,57.1763,17.8676,2010-12-29 00:00:00.000
219,281,5.70,0.456,0.1425,2010-12-29 00:00:00.000
218,281,11.40,0.912,0.285,2010-12-29 00:00:00.000
346,281,4079.988,326.399,101.9997,2010-12-29 00:00:00.000
349,281,2024.994,161.9995,50.6249,2010-12-29 00:00:00.000
314,289,2146.962,171.757,53.6741,2010-12-29 00:00:00.000
229,289,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
317,289,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
338,289,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
275,289,713.796,57.1037,17.8449,2010-12-29 00:00:00.000
328,289,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
316,289,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
330,289,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
235,289,28.8404,2.3072,0.721,2010-12-29 00:00:00.000
220,289,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
215,289,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
218,288,34.20,2.736,0.855,2010-12-29 00:00:00.000
349,288,4049.988,323.999,101.2497,2010-12-29 00:00:00.000
347,288,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
315,281,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
232,281,86.5212,6.9217,2.163,2010-12-29 00:00:00.000
270,281,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
324,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
326,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
285,281,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
342,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
223,281,5.1865,0.4149,0.1297,2010-12-29 00:00:00.000
215,281,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
220,281,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
212,281,80.746,6.4597,2.0187,2010-12-29 00:00:00.000
319,288,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
324,283,1677.8356,134.2268,41.9459,2010-12-29 00:00:00.000
220,283,100.9325,8.0746,2.5233,2010-12-29 00:00:00.000
285,283,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
215,283,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
326,283,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
319,283,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
223,283,10.373,0.8298,0.2593,2010-12-29 00:00:00.000
315,283,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
232,283,86.5212,6.9217,2.163,2010-12-29 00:00:00.000
349,281,4049.988,323.999,101.2497,2010-12-29 00:00:00.000
351,281,4049.988,323.999,101.2497,2010-12-29 00:00:00.000
219,281,5.70,0.456,0.1425,2010-12-29 00:00:00.000
348,281,6074.982,485.9986,151.8746,2010-12-29 00:00:00.000
218,281,22.80,1.824,0.57,2010-12-29 00:00:00.000
232,284,86.5212,6.9217,2.163,2010-12-29 00:00:00.000
314,284,2146.962,171.757,53.6741,2010-12-29 00:00:00.000
319,284,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
342,284,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
215,284,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
322,284,1677.8356,134.2268,41.9459,2010-12-29 00:00:00.000
332,284,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
328,284,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
223,284,25.9325,2.0746,0.6483,2010-12-29 00:00:00.000
212,284,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
315,284,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
270,284,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
322,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
285,287,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
332,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
275,287,713.796,57.1037,17.8449,2010-12-29 00:00:00.000
326,287,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
324,287,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
223,287,15.5595,1.2448,0.389,2010-12-29 00:00:00.000
215,287,80.746,6.4597,2.0187,2010-12-29 00:00:00.000
270,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
317,287,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
262,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
235,287,28.8404,2.3072,0.721,2010-12-29 00:00:00.000
342,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
319,287,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
232,287,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
315,287,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
316,287,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
220,287,60.5595,4.8448,1.514,2010-12-29 00:00:00.000
212,287,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
322,284,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
342,284,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
232,284,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
322,287,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
317,287,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
285,287,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
212,287,80.746,6.4597,2.0187,2010-12-29 00:00:00.000
270,287,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
220,287,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
232,287,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
262,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
319,287,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
324,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
314,287,4293.924,343.5139,107.3481,2010-12-29 00:00:00.000
215,287,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
332,287,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
223,287,15.5595,1.2448,0.389,2010-12-29 00:00:00.000
328,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
232,285,173.0424,13.8434,4.3261,2010-12-29 00:00:00.000
326,285,2097.2945,167.7836,52.4324,2010-12-29 00:00:00.000
275,285,356.898,28.5518,8.9225,2010-12-29 00:00:00.000
212,285,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
270,285,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
215,285,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
342,285,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
272,285,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
319,285,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
338,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
324,285,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
285,285,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
314,285,2146.962,171.757,53.6741,2010-12-29 00:00:00.000
229,285,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
330,285,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
322,285,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
317,285,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
235,285,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
220,285,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
262,285,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
223,285,10.373,0.8298,0.2593,2010-12-29 00:00:00.000
319,281,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
326,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
322,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
342,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
232,281,28.8404,2.3072,0.721,2010-12-29 00:00:00.000
349,289,4049.988,323.999,101.2497,2010-12-29 00:00:00.000
232,289,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
346,289,4079.988,326.399,101.9997,2010-12-29 00:00:00.000
347,289,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
215,289,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
220,289,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
223,289,15.5595,1.2448,0.389,2010-12-29 00:00:00.000
348,289,8099.976,647.9981,202.4994,2010-12-29 00:00:00.000
350,289,12149.964,971.9971,303.7491,2010-12-29 00:00:00.000
345,289,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
212,289,60.5595,4.8448,1.514,2010-12-29 00:00:00.000
351,289,10124.97,809.9976,253.1243,2010-12-29 00:00:00.000
218,289,34.20,2.736,0.855,2010-12-29 00:00:00.000
315,285,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
326,285,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
322,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
319,285,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
342,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
328,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
332,285,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
328,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
315,285,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
262,285,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
319,289,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
326,289,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
342,289,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
338,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
332,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
262,281,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
322,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
326,281,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
285,281,178.5808,14.2865,4.4645,2010-12-29 00:00:00.000
328,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
270,281,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
315,281,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
319,281,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
332,281,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
342,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
314,281,4293.924,343.5139,107.3481,2010-12-29 00:00:00.000
330,283,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
285,283,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
262,283,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
314,283,2146.962,171.757,53.6741,2010-12-29 00:00:00.000
316,283,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
334,283,1677.8356,134.2268,41.9459,2010-12-29 00:00:00.000
342,283,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
322,283,2936.2123,234.897,73.4053,2010-12-29 00:00:00.000
264,283,551.8146,44.1452,13.7954,2010-12-29 00:00:00.000
253,283,178.5808,14.2865,4.4645,2010-12-29 00:00:00.000
328,283,2516.7534,201.3403,62.9188,2010-12-29 00:00:00.000
270,283,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
272,283,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
275,283,713.796,57.1037,17.8449,2010-12-29 00:00:00.000
332,283,2097.2945,167.7836,52.4324,2010-12-29 00:00:00.000
338,283,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
324,283,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
319,283,2624.382,209.9506,65.6096,2010-12-29 00:00:00.000
310,283,4293.924,343.5139,107.3481,2010-12-29 00:00:00.000
326,283,3775.1301,302.0104,94.3783,2010-12-29 00:00:00.000
315,283,3499.176,279.9341,87.4794,2010-12-29 00:00:00.000
232,281,28.8404,2.3072,0.721,2010-12-29 00:00:00.000
342,281,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
223,281,10.373,0.8298,0.2593,2010-12-29 00:00:00.000
322,281,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
319,283,874.794,69.9835,21.8699,2010-12-29 00:00:00.000
342,287,2097.2945,167.7836,52.4324,2010-12-29 00:00:00.000
262,287,183.9382,14.7151,4.5985,2010-12-29 00:00:00.000
315,287,6998.352,559.8682,174.9588,2010-12-29 00:00:00.000
272,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
232,287,288.404,23.0723,7.2101,2010-12-29 00:00:00.000
338,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
317,287,3499.176,279.9341,87.4794,2010-12-29 00:00:00.000
285,287,357.1616,28.5729,8.929,2010-12-29 00:00:00.000
319,287,6998.352,559.8682,174.9588,2010-12-29 00:00:00.000
215,287,60.5595,4.8448,1.514,2010-12-29 00:00:00.000
326,287,2516.7534,201.3403,62.9188,2010-12-29 00:00:00.000
275,287,1070.694,85.6555,26.7674,2010-12-29 00:00:00.000
223,287,31.119,2.4895,0.778,2010-12-29 00:00:00.000
229,287,115.3616,9.2289,2.884,2010-12-29 00:00:00.000
322,287,2936.2123,234.897,73.4053,2010-12-29 00:00:00.000
316,287,1749.588,139.967,43.7397,2010-12-29 00:00:00.000
235,287,115.3616,9.2289,2.884,2010-12-29 00:00:00.000
332,287,838.9178,67.1134,20.9729,2010-12-29 00:00:00.000
330,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
314,287,4293.924,343.5139,107.3481,2010-12-29 00:00:00.000
334,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
253,287,178.5808,14.2865,4.4645,2010-12-29 00:00:00.000
324,287,1258.3767,100.6701,31.4594,2010-12-29 00:00:00.000
220,287,60.5595,4.8448,1.514,2010-12-29 00:00:00.000
328,287,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
270,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
212,287,80.746,6.4597,2.0187,2010-12-29 00:00:00.000
264,287,367.8764,29.4301,9.1969,2010-12-29 00:00:00.000
235,281,86.5212,6.9217,2.163,2010-12-29 00:00:00.000
346,281,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
218,281,34.20,2.736,0.855,2010-12-29 00:00:00.000
212,281,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
344,281,6119.982,489.5986,152.9996,2010-12-29 00:00:00.000
215,281,40.373,3.2298,1.0093,2010-12-29 00:00:00.000
347,281,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
350,281,6074.982,485.9986,151.8746,2010-12-29 00:00:00.000
345,281,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
351,281,2024.994,161.9995,50.6249,2010-12-29 00:00:00.000
349,285,6074.982,485.9986,151.8746,2010-12-29 00:00:00.000
344,285,6119.982,489.5986,152.9996,2010-12-29 00:00:00.000
232,285,57.6808,4.6145,1.442,2010-12-29 00:00:00.000
345,285,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
235,285,86.5212,6.9217,2.163,2010-12-29 00:00:00.000
212,285,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
215,285,20.1865,1.6149,0.5047,2010-12-29 00:00:00.000
347,285,2039.994,163.1995,50.9999,2010-12-29 00:00:00.000
346,285,4079.988,326.399,101.9997,2010-12-29 00:00:00.000
223,285,5.1865,0.4149,0.1297,2010-12-29 00:00:00.000
220,285,100.9325,8.0746,2.5233,2010-12-29 00:00:00.000
347,285,4079.988,326.399,101.9997,2010-12-29 00:00:00.000
307,285,1445.1898,115.6152,36.1297,2010-12-29 00:00:00.000
304,285,714.7043,57.1763,17.8676,2010-12-29 00:00:00.000
293,285,722.5949,57.8076,18.0649,2010-12-29 00:00:00.000
350,285,10124.97,809.9976,253.1243,2010-12-29 00:00:00.000
351,285,12149.964,971.9971,303.7491,2010-12-29 00:00:00.000
218,285,11.40,0.912,0.285,2010-12-29 00:00:00.000
348,285,10124.97,809.9976,253.1243,2010-12-29 00:00:00.000
326,285,419.4589,33.5567,10.4865,2010-12-29 00:00:00.000
347,281,4079.988,326.399,101.9997,2011-01-29 00:00:00.000
351,281,4049.988,323.999,101.2497,2011-01-29 00:00:00.000
293,281,1445.1898,115.6152,36.1297,2011-01-29 00:00:00.000
350,281,10124.97,809.9976,253.1243,2011-01-29 00:00:00.000
307,281,1445.1898,115.6152,36.1297,2011-01-29 00:00:00.000
292,281,818.70,65.496,20.4675,2011-01-29 00:00:00.000
300,281,809.76,64.7808,20.244,2011-01-29 00:00:00.000
344,281,4079.988,326.399,101.9997,2011-01-29 00:00:00.000
218,281,11.40,0.912,0.285,2011-01-29 00:00:00.000
349,281,6074.982,485.9986,151.8746,2011-01-29 00:00:00.000
348,288,8099.976,647.9981,202.4994,2011-01-29 00:00:00.000
349,288,4049.988,323.999,101.2497,2011-01-29 00:00:00.000
350,288,6074.982,485.9986,151.8746,2011-01-29 00:00:00.000
351,288,2024.994,161.9995,50.6249,2011-01-29 00:00:00.000
262,285,183.9382,14.7151,4.5985,2011-01-29 00:00:00.000
232,285,86.5212,6.9217,2.163,2011-01-29 00:00:00.000
342,285,419.4589,33.5567,10.4865,2011-01-29 00:00:00.000
328,285,838.9178,67.1134,20.9729,2011-01-29 00:00:00.000
324,285,838.9178,67.1134,20.9729,2011-01-29 00:00:00.000
315,285,874.794,69.9835,21.8699,2011-01-29 00:00:00.000
332,285,838.9178,67.1134,20.9729,2011-01-29 00:00:00.000
314,285,4293.924,343.5139,107.3481,2011-01-29 00:00:00.000
270,285,183.9382,14.7151,4.5985,2011-01-29 00:00:00.000
223,285,20.746,1.6597,0.5187,2011-01-29 00:00:00.000
270,284,551.8146,44.1452,13.7954,2011-01-29 00:00:00.000
223,284,5.1865,0.4149,0.1297,2011-01-29 00:00:00.000
285,284,178.5808,14.2865,4.4645,2011-01-29 00:00:00.000
262,284,183.9382,14.7151,4.5985,2011-01-29 00:00:00.000
232,284,28.8404,2.3072,0.721,2011-01-29 00:00:00.000
223,284,5.1865,0.4149,0.1297,2011-01-29 00:00:00.000
319,284,874.794,69.9835,21.8699,2011-01-29 00:00:00.000
346,289,2039.994,163.1995,50.9999,2011-01-29 00:00:00.000
351,289,2024.994,161.9995,50.6249,2011-01-29 00:00:00.000
348,289,2024.994,161.9995,50.6249,2011-01-29 00:00:00.000
349,289,8099.976,647.9981,202.4994,2011-01-29 00:00:00.000
344,289,4079.988,326.399,101.9997,2011-01-29 00:00:00.000
349,272,4049.988,323.999,101.2497,2011-01-29 00:00:00.000
229,272,28.8404,2.3072,0.721,2011-01-29 00:00:00.000
350,272,4049.988,323.999,101.2497,2011-01-29 00:00:00.000
344,272,4079.988,326.399,101.9997,2011-01-29 00:00:00.000
220,272,20.1865,1.6149,0.5047,2011-01-29 00:00:00.000
346,272,2039.994,163.1995,50.9999,2011-01-29 00:00:00.000
232,272,115.3616,9.2289,2.884,2011-01-29 00:00:00.000
345,272,2039.994,163.1995,50.9999,2011-01-29 00:00:00.000
212,272,20.1865,1.6149,0.5047,2011-01-29 00:00:00.000
347,272,4079.988,326.399,101.9997,2011-01-29 00:00:00.000
215,272,20.1865,1.6149,0.5047,2011-01-29 00:00:00.000
332,288,419.4589,33.5567,10.4865,2011-01-29 00:00:00.000
316,288,874.794,69.9835,21.8699,2011-01-29 00:00:00.000
324,288,419.4589,33.5567,10.4865,2011-01-29 00:00:00.000
326,288,838.9178,67.1134,20.9729,2011-01-29 00:00:00.000
314,288,2146.962,171.757,53.6741,2011-01-29 00:00:00.000
262,288,551.8146,44.1452,13.7954,2011-01-29 00:00:00.000
270,288,183.9382,14.7151,4.5985,2011-01-29 00:00:00.000
319,288,2624.382,209.9506,65.6096,2011-01-29 00:00:00.000
317,288,874.794,69.9835,21.8699,2011-01-29 00:00:00.000
275,288,1070.694,85.6555,26.7674,2011-01-29 00:00:00.000
285,288,178.5808,14.2865,4.4645,2011-01-29 00:00:00.000
324,281,838.9178,67.1134,20.9729,2011-01-29 00:00:00.000
322,281,419.4589,33.5567,10.4865,2011-01-29 00:00:00.000
220,281,20.1865,1.6149,0.5047,2011-01-29 00:00:00.000
